Soil Moisture,Temperature,Time,Wind speed (Km/h),Air humidity (%),rainfall,Soil Type,Crop Type,Irrigation_Needed
37,37,27,17.21,23.84,94.86762427,2,2,1
1,25,55,17.8,23.91,94.86762427,1,2,1
59,35,41,18.38,23.98,94.86762427,2,3,0
20,24,91,18.62,24.53,94.86762427,3,1,1
37,17,8,18.86,25.08,94.86762427,0,1,0
41,24,88,17.97,25.2,94.86762427,0,0,0
86,14,107,17.08,25.33,94.86762427,3,2,0
53,37,83,17.1,25.96,94.86762427,2,0,0
59,39,102,17.11,26.59,94.86762427,2,2,0
33,31,81,15.86,27.5,94.86762427,2,0,1
82,12,30,14.6,28.41,94.86762427,2,2,0
4,18,19,15.23,29.07,94.86762427,3,0,0
86,1,87,15.86,29.73,94.86762427,0,2,0
77,17,2,15.2,30.72,94.86762427,1,0,0
77,26,72,14.53,31.7,94.86762427,1,1,0
19,16,28,13.86,32.69,94.86762427,0,3,0
68,13,90,13.2,33.68,94.86762427,3,0,0
66,6,32,12.54,34.66,94.86762427,1,3,0
26,2,13,11.87,35.65,94.86762427,0,1,0
13,18,108,12.56,36.32,94.86762427,3,1,0
47,3,9,13.24,36.99,94.86762427,1,2,0
83,25,38,12.98,38.49,94.86762427,2,3,0
20,7,47,12.72,39.99,94.86762427,2,4,0
63,20,107,11.19,41.7,94.86762427,3,2,0
63,25,54,9.66,43.4,94.86762427,2,3,0
44,20,7,10.19,44.75,94.86762427,3,0,0
90,7,82,10.72,46.1,94.86762427,0,0,0
64,31,22,10.56,47.58,94.86762427,0,1,0
39,3,24,10.39,49.06,94.86762427,1,4,0
57,19,55,10.64,50.32,94.86762427,3,0,0
21,43,58,10.89,51.57,94.86762427,1,3,1
63,33,47,11.16,53.56,94.86762427,1,3,0
51,11,65,11.43,55.54,94.86762427,0,0,0
8,19,15,10.32,57.42,94.86762427,1,3,0
58,37,92,9.2,59.29,94.86762427,2,3,0
86,36,7,10.64,60.47,94.86762427,1,1,0
82,1,83,12.08,61.66,94.86762427,3,4,0
39,6,27,11.84,63.1,94.86762427,2,1,0
78,39,106,11.6,64.55,94.86762427,0,4,0
58,2,43,10.52,65.69,94.86762427,3,3,0
53,6,85,9.43,66.83,94.86762427,2,4,0
21,44,30,9.48,67.84,94.86762427,3,3,1
81,8,9,9.54,68.86,94.86762427,2,3,0
14,11,86,9.16,69.24,94.86762427,3,1,0
76,33,51,8.78,69.61,94.86762427,3,1,0
2,26,16,8.96,69.24,94.86762427,2,2,1
43,9,31,9.15,68.86,94.86762427,0,0,0
21,33,102,8.72,69.04,94.86762427,0,2,1
12,24,5,8.28,69.21,94.86762427,3,2,1
73,32,25,8.56,69.17,94.86762427,3,4,0
41,12,85,8.84,69.13,94.86762427,0,3,0
25,4,6,7.86,69.8,94.86762427,0,3,0
81,4,9,6.88,70.46,94.86762427,1,3,0
31,30,30,8.63,70.57,94.86762427,0,0,1
21,45,91,10.38,70.69,94.86762427,3,4,1
73,25,110,10.52,71.24,94.86762427,2,4,0
26,43,51,10.65,71.78,94.86762427,0,3,1
55,4,46,9.54,72.84,94.86762427,1,2,0
21,32,5,8.42,73.91,94.86762427,1,0,1
40,12,48,8.14,74.21,94.86762427,1,2,0
41,3,51,7.86,74.51,94.86762427,2,1,0
1,45,45,8.91,74.32,94.86762427,0,4,1
22,4,10,9.96,74.13,94.86762427,0,4,0
59,45,25,9.83,74.2,94.86762427,0,2,0
17,6,92,9.7,74.27,94.86762427,2,0,0
78,16,91,9.34,74.85,94.86762427,2,4,0
7,28,73,8.98,75.44,94.86762427,3,2,1
38,7,17,8.95,75.79,94.86762427,1,0,0
17,35,4,8.92,76.14,94.86762427,1,2,1
53,7,24,8.76,76.26,94.86762427,0,0,0
87,1,81,8.61,76.38,94.86762427,2,3,0
81,5,40,8.81,76.12,94.86762427,2,0,0
22,20,20,9.01,75.87,94.86762427,0,1,0
29,24,92,9.12,76.06,94.86762427,0,3,1
11,37,53,9.22,76.24,94.86762427,3,2,1
20,39,10,8.98,76.29,94.86762427,1,3,1
30,30,18,8.73,76.34,94.86762427,1,3,1
49,34,69,8.85,76.87,94.86762427,1,2,0
11,16,95,8.97,77.39,94.86762427,3,2,0
69,23,110,8.24,77.59,94.86762427,0,1,0
61,12,88,7.5,77.79,94.86762427,0,2,0
66,31,18,7.62,78.21,94.86762427,1,4,0
27,16,102,7.73,78.63,94.86762427,1,4,0
49,9,27,7.04,78.9,94.86762427,3,1,0
83,31,66,6.34,79.18,94.86762427,2,0,0
72,34,72,5.65,79.45,94.86762427,2,0,0
42,18,17,6.14,79.57,94.86762427,1,4,0
17,31,36,6.63,79.69,94.86762427,3,2,1
69,27,13,6.81,79.47,94.86762427,1,1,0
51,10,45,7.0,79.24,94.86762427,2,0,0
62,2,67,7.18,79.02,94.86762427,1,0,0
13,12,12,7.36,78.8,94.86762427,2,3,0
53,32,82,6.98,78.88,94.86762427,2,4,0
46,2,25,6.59,78.95,94.86762427,2,2,0
83,9,29,6.17,79.33,94.86762427,0,1,0
66,16,44,5.75,79.7,94.86762427,0,0,0
42,17,39,5.33,80.08,94.86762427,1,3,0
17,6,61,4.91,80.46,94.86762427,2,4,0
83,24,11,5.26,80.5,94.86762427,0,4,0
58,35,30,5.62,80.53,94.86762427,1,1,0
75,37,67,5.25,80.82,94.86762427,1,0,0
66,14,5,4.88,81.12,94.86762427,1,1,0
26,20,48,4.38,81.3,94.86762427,1,1,0
89,19,35,3.88,81.48,94.86762427,1,3,0
40,14,70,3.7,82.14,94.86762427,3,4,0
75,15,6,3.52,82.8,94.86762427,2,2,0
82,27,5,3.48,83.82,94.86762427,1,4,0
67,21,2,3.43,84.85,94.86762427,3,4,0
1,13,53,3.72,85.33,94.86762427,2,3,0
20,30,30,4.02,85.81,94.86762427,0,2,1
16,24,71,3.78,85.6,94.86762427,1,0,1
80,2,52,3.54,85.4,94.86762427,3,2,0
62,38,45,3.49,85.73,94.86762427,0,0,0
86,4,70,3.43,86.06,94.86762427,3,2,0
35,32,38,3.12,86.56,94.86762427,2,1,1
58,24,79,2.8,87.06,94.86762427,2,2,0
48,27,47,2.6,87.94,94.86762427,0,3,0
77,24,50,2.41,88.82,94.86762427,3,0,0
30,21,31,2.33,89.68,94.86762427,1,4,1
75,5,91,2.24,90.53,94.86762427,1,3,0
84,23,20,2.33,91.08,94.86762427,0,0,0
13,27,7,2.42,91.62,94.86762427,0,0,1
41,20,77,2.5,91.98,94.86762427,0,4,0
57,0,19,2.59,92.33,94.86762427,3,1,0
89,44,30,2.43,92.75,94.86762427,1,3,0
29,16,6,2.28,93.17,94.86762427,1,4,0
13,8,108,2.54,93.46,94.86762427,1,4,0
4,17,71,2.79,93.75,94.86762427,0,1,0
38,25,27,3.46,93.61,94.86762427,1,3,1
84,41,100,4.14,93.47,94.86762427,2,4,0
9,29,71,4.1,93.08,94.86762427,0,1,1
73,27,84,4.06,92.7,94.86762427,1,3,0
46,44,54,4.02,92.31,94.86762427,3,2,0
22,40,5,3.59,92.18,94.86762427,0,0,1
74,25,87,3.16,92.05,94.86762427,2,1,0
28,9,102,3.55,92.34,94.86762427,2,0,0
7,40,45,3.94,92.63,94.86762427,3,2,1
2,20,60,3.58,92.32,94.86762427,3,4,0
7,26,87,3.23,92.02,94.86762427,0,4,1
37,6,18,3.42,92.08,94.86762427,0,3,0
75,45,18,3.61,92.15,94.86762427,2,1,0
62,2,61,3.6,92.15,94.86762427,3,1,0
73,32,5,3.6,92.14,94.86762427,0,3,0
62,45,110,2.64,92.22,94.86762427,2,0,0
86,37,105,1.69,92.31,94.86762427,3,4,0
57,24,99,1.42,92.94,94.86762427,2,4,0
78,27,21,1.14,93.58,94.86762427,1,1,0
44,45,46,0.57,93.65,94.86762427,3,1,0
81,26,22,0.01,93.72,94.86762427,0,3,0
46,25,57,0.44,94.44,94.86762427,0,2,0
64,42,45,0.88,95.16,94.86762427,1,0,0
46,19,34,0.44,95.57,94.86762427,3,2,0
7,7,33,0.0,95.98,94.86762427,2,2,0
72,18,71,0.0,95.99,94.86762427,0,1,0
68,13,66,0.0,96.0,94.86762427,1,1,0
18,11,57,0.06,96.0,94.86762427,1,1,0
60,42,93,0.12,96.0,94.86762427,3,2,0
72,11,60,0.24,96.0,94.86762427,3,0,0
74,28,70,0.37,96.0,94.86762427,0,1,0
12,7,99,0.74,96.0,94.86762427,1,4,0
27,5,32,1.11,96.0,94.86762427,2,0,0
53,20,51,1.37,96.0,94.86762427,1,4,0
83,33,107,1.62,96.0,94.86762427,2,0,0
21,41,74,1.12,96.0,94.86762427,2,1,1
16,10,106,0.62,96.0,94.86762427,0,3,0
89,34,18,0.68,96.0,94.86762427,1,1,0
65,42,62,0.75,96.0,94.86762427,2,2,0
29,7,48,1.42,96.0,94.86762427,3,2,0
22,37,4,2.1,96.0,94.86762427,2,0,1
39,34,110,2.15,96.0,94.86762427,3,2,1
52,33,40,2.21,96.0,94.86762427,3,1,0
79,44,29,2.26,96.0,94.86762427,1,4,0
88,20,80,2.55,96.0,94.86762427,3,1,0
1,8,0,2.84,96.0,94.86762427,2,0,0
42,38,105,2.94,96.0,94.86762427,3,2,0
84,3,23,3.04,96.0,94.86762427,1,4,0
86,5,79,3.48,95.2,94.86762427,0,3,0
85,16,91,3.92,94.41,94.86762427,2,4,0
57,9,53,4.17,90.0,94.86762427,2,4,0
37,23,13,4.42,85.6,94.86762427,1,1,1
1,8,1,4.54,81.84,94.86762427,1,3,0
88,44,30,4.65,78.09,94.86762427,1,0,0
70,18,80,4.5,77.03,94.86762427,1,0,0
4,1,42,4.34,75.97,94.86762427,2,4,0
40,27,67,4.0,75.66,94.86762427,0,4,0
40,5,11,3.67,75.35,94.86762427,3,2,0
29,0,60,3.53,71.97,94.86762427,3,3,0
70,40,74,3.39,68.59,94.86762427,0,4,0
67,43,24,3.58,65.59,94.86762427,0,2,0
77,16,50,3.76,62.58,94.86762427,0,3,0
27,15,17,4.37,60.06,94.86762427,1,0,0
83,11,17,4.98,57.53,94.86762427,2,2,0
31,5,42,4.57,55.8,94.86762427,2,3,0
86,28,67,4.16,54.08,94.86762427,2,2,0
88,28,88,4.6,52.94,94.86762427,1,4,0
81,41,2,5.03,51.8,94.86762427,2,1,0
29,29,49,5.38,50.33,94.86762427,1,0,1
87,21,67,5.72,48.87,94.86762427,2,4,0
90,32,5,6.2,46.34,94.86762427,0,4,0
26,36,70,6.69,43.82,94.86762427,3,3,1
30,13,14,7.24,42.98,94.86762427,3,2,0
43,1,67,7.8,42.14,94.86762427,1,0,0
5,40,17,7.86,41.02,94.86762427,2,4,1
19,42,106,7.91,39.91,94.86762427,3,3,1
45,16,83,7.52,39.35,94.86762427,0,0,0
76,40,48,7.12,38.79,94.86762427,0,2,0
47,14,39,6.62,37.49,94.86762427,0,4,0
44,18,51,6.13,36.19,94.86762427,1,4,0
76,33,90,5.64,34.89,94.86762427,1,4,0
72,17,103,5.14,33.59,94.86762427,2,0,0
86,32,103,5.42,31.39,94.86762427,0,0,0
55,20,72,5.71,29.19,94.86762427,2,0,0
23,8,46,7.04,29.2,94.86762427,2,0,0
51,34,24,8.36,29.2,94.86762427,0,3,0
10,20,70,7.49,28.62,94.86762427,2,1,0
26,13,60,6.62,28.04,94.86762427,3,3,0
63,36,105,6.4,27.28,94.86762427,1,4,0
60,11,59,6.18,26.53,94.86762427,2,3,0
19,18,80,5.82,25.62,94.86762427,0,2,0
11,2,47,5.47,24.72,94.86762427,1,0,0
17,33,82,5.47,23.7,94.86762427,1,2,1
23,23,2,5.47,22.68,94.86762427,2,2,1
11,19,102,5.4,22.44,94.86762427,3,4,0
20,22,75,5.32,22.19,94.86762427,2,0,1
11,38,103,5.24,21.07,94.86762427,3,2,1
34,26,46,5.17,19.95,94.86762427,1,4,1
45,44,73,5.64,19.58,94.86762427,2,0,0
50,16,73,6.12,19.2,94.86762427,0,1,0
19,36,70,5.97,18.88,94.86762427,2,4,1
57,24,53,5.82,18.55,94.86762427,3,3,0
33,28,0,5.62,17.51,94.86762427,3,0,1
78,41,83,5.42,16.47,94.86762427,2,2,0
84,25,38,5.46,16.0,94.86762427,3,2,0
62,37,47,5.51,15.54,94.86762427,1,3,0
77,12,77,6.0,15.88,94.86762427,2,3,0
51,3,94,6.5,16.23,94.86762427,3,2,0
26,25,101,5.44,15.09,94.86762427,2,0,1
76,35,76,4.39,13.95,94.86762427,2,4,0
46,23,39,5.0,15.54,94.86762427,0,3,0
76,18,15,5.61,17.12,94.86762427,2,3,0
87,9,88,5.79,18.22,94.86762427,0,3,0
55,42,84,5.97,19.31,94.86762427,3,1,0
62,37,13,9.6,23.2,94.86762427,0,0,0
27,11,10,13.24,27.1,94.86762427,0,0,0
27,22,11,14.76,29.54,94.86762427,0,0,1
82,27,11,16.28,31.97,94.86762427,1,0,0
51,29,18,17.78,33.33,94.86762427,0,0,0
26,29,50,19.29,34.69,94.86762427,2,2,1
23,14,49,21.19,37.02,94.86762427,0,3,0
72,25,67,23.09,39.34,94.86762427,2,2,0
55,35,84,22.24,41.16,94.86762427,0,1,0
55,44,78,21.38,42.97,94.86762427,1,4,0
4,20,52,22.2,41.94,94.86762427,3,3,0
1,16,17,23.01,40.91,94.86762427,0,1,0
10,0,109,22.32,41.1,94.86762427,0,2,0
49,9,106,21.62,41.29,94.86762427,1,4,0
25,41,0,20.93,41.48,94.86762427,0,1,1
72,45,94,20.24,41.67,94.86762427,2,4,0
47,6,85,20.3,41.19,94.86762427,0,1,0
72,16,28,20.36,40.71,94.86762427,0,2,0
15,34,95,20.53,41.96,94.86762427,3,4,1
4,41,20,20.7,43.2,94.86762427,3,1,1
48,32,21,19.21,44.62,94.86762427,0,2,0
73,31,46,17.71,46.03,94.86762427,1,3,0
78,38,58,18.03,46.48,94.86762427,3,2,0
46,18,32,18.35,46.93,94.86762427,0,2,0
23,45,92,17.39,46.52,94.86762427,3,3,1
41,29,93,16.42,46.12,94.86762427,0,2,0
1,19,11,16.43,45.96,94.86762427,3,3,0
32,40,60,16.44,45.8,94.86762427,3,3,1
59,0,92,16.65,46.37,94.86762427,2,3,0
7,25,44,16.85,46.94,94.86762427,0,1,1
16,29,46,17.06,47.5,94.86762427,0,4,1
79,43,28,17.26,48.07,94.86762427,0,1,0
54,3,67,16.44,48.97,94.86762427,0,3,0
81,4,106,15.63,49.87,94.86762427,3,4,0
37,22,46,15.68,49.86,94.86762427,2,4,1
50,22,77,15.72,49.84,94.86762427,2,3,0
79,0,85,15.26,49.8,94.86762427,1,4,0
90,8,51,14.79,49.75,94.86762427,0,4,0
32,17,73,14.82,50.11,94.86762427,1,1,0
47,33,0,14.86,50.47,94.86762427,3,4,0
79,2,17,15.88,50.99,94.86762427,1,3,0
42,11,34,16.9,51.51,94.86762427,0,0,0
9,17,109,16.08,52.22,94.86762427,2,0,0
3,35,45,15.25,52.92,94.86762427,2,0,1
19,15,30,17.09,52.02,94.86762427,0,3,0
16,17,61,18.93,51.11,94.86762427,3,0,0
87,26,39,17.43,51.93,94.86762427,0,1,0
30,19,62,15.94,52.75,94.86762427,3,3,0
4,17,83,15.16,52.85,94.86762427,2,3,0
27,34,67,14.39,52.95,94.86762427,3,3,1
44,26,73,13.84,52.98,94.86762427,0,4,0
62,0,59,13.29,53.01,94.86762427,0,4,0
1,33,65,11.57,52.63,94.86762427,0,4,1
51,17,33,9.85,52.25,94.86762427,3,2,0
34,16,110,9.69,52.96,94.86762427,3,1,0
41,11,106,9.53,53.66,94.86762427,3,3,0
72,30,7,9.6,53.88,94.86762427,2,3,0
51,11,48,9.68,54.1,94.86762427,1,4,0
44,38,104,9.8,54.28,94.86762427,1,3,0
17,16,82,9.92,54.47,94.86762427,0,3,0
77,43,94,11.22,55.02,94.86762427,2,0,0
18,18,108,12.52,55.56,94.86762427,3,3,0
75,30,26,12.2,56.18,94.86762427,0,2,0
90,23,50,11.88,56.81,94.86762427,2,4,0
73,38,97,12.2,58.06,94.86762427,0,1,0
14,42,51,12.52,59.32,94.86762427,2,1,1
29,16,33,11.32,60.69,94.86762427,2,0,0
86,16,28,10.12,62.06,94.86762427,1,1,0
56,34,75,10.38,63.21,94.86762427,0,1,0
16,28,80,10.63,64.36,94.86762427,3,4,1
11,21,31,9.96,65.3,94.86762427,1,4,1
23,40,0,9.28,66.23,94.86762427,1,2,1
62,33,67,9.48,67.34,94.86762427,3,0,0
52,2,61,9.68,68.46,94.86762427,2,1,0
85,36,30,9.88,69.49,94.86762427,3,2,0
31,13,93,10.07,70.52,94.86762427,0,0,0
31,18,94,9.75,72.04,94.86762427,3,1,0
74,40,53,9.42,73.55,94.86762427,2,1,0
82,27,44,8.76,75.07,94.86762427,3,4,0
83,19,6,8.11,76.59,94.86762427,2,3,0
39,2,102,8.46,77.64,94.86762427,2,0,0
40,18,91,8.82,78.69,94.86762427,0,1,0
84,39,30,8.06,79.5,94.86762427,3,0,0
46,8,16,7.29,80.32,94.86762427,3,2,0
68,31,66,6.87,80.88,94.86762427,0,2,0
13,20,51,6.45,81.45,94.86762427,2,3,0
50,11,28,6.22,81.76,94.86762427,3,1,0
24,29,63,6.0,82.06,94.86762427,0,4,1
2,4,46,6.11,81.9,94.86762427,2,1,0
77,21,50,6.22,81.73,94.86762427,0,0,0
19,11,85,5.8,81.71,94.86762427,3,2,0
78,31,103,5.37,81.68,94.86762427,0,0,0
85,35,74,5.49,81.77,94.86762427,1,3,0
83,38,3,5.61,81.86,94.86762427,2,2,0
4,37,4,5.72,81.4,94.86762427,1,4,1
16,7,75,5.83,80.95,94.86762427,1,2,0
75,36,66,6.0,80.05,94.86762427,2,1,0
42,10,11,6.18,79.15,94.86762427,2,1,0
45,31,67,6.03,79.16,94.86762427,0,2,0
32,32,105,5.88,79.17,94.86762427,2,3,1
34,17,17,5.62,79.13,94.86762427,1,1,0
72,13,65,5.36,79.1,94.86762427,1,1,0
79,9,5,5.18,78.64,94.86762427,3,4,0
69,23,0,4.99,78.19,94.86762427,2,2,0
69,40,70,4.93,77.97,94.86762427,1,1,0
13,3,77,4.86,77.76,94.86762427,3,3,0
29,3,19,5.31,77.24,94.86762427,3,0,0
53,23,56,5.76,76.71,94.86762427,0,2,0
41,32,70,5.11,77.59,94.86762427,1,4,0
39,9,13,4.46,78.47,94.86762427,0,1,0
20,17,78,4.72,79.12,94.86762427,1,3,0
39,4,95,4.97,79.78,94.86762427,0,2,0
43,24,91,4.72,80.0,94.86762427,0,3,0
90,22,99,4.46,80.22,94.86762427,2,3,0
40,27,26,4.47,80.54,94.86762427,0,4,0
55,33,4,4.48,80.85,94.86762427,2,2,0
52,12,84,4.85,79.97,94.86762427,3,1,0
16,23,58,5.21,79.1,94.86762427,1,4,1
66,22,33,5.4,78.1,94.86762427,3,1,0
49,25,108,5.6,77.09,94.86762427,1,0,0
31,40,44,5.37,77.71,94.86762427,3,3,1
70,40,2,5.13,78.33,94.86762427,1,0,0
88,31,61,4.9,78.95,94.86762427,0,3,0
39,17,10,5.19,80.0,94.86762427,1,4,0
90,6,27,5.48,81.04,94.86762427,1,1,0
4,0,74,5.41,81.52,94.86762427,3,1,0
63,33,19,5.34,82.0,94.86762427,3,4,0
62,38,54,4.91,82.24,94.86762427,3,2,0
44,9,23,4.48,82.49,94.86762427,2,0,0
46,33,95,4.57,82.78,94.86762427,2,0,0
22,5,79,4.66,83.07,94.86762427,1,1,0
45,0,4,4.4,83.17,94.86762427,1,1,0
1,33,110,4.15,83.27,94.86762427,0,1,1
31,42,46,4.51,83.44,94.86762427,0,4,1
85,1,99,4.87,83.62,94.86762427,1,2,0
40,34,86,5.24,83.56,94.86762427,2,0,0
14,7,45,5.62,83.5,94.86762427,1,3,0
36,39,75,4.95,83.75,94.86762427,0,4,1
77,4,48,4.28,84.0,94.86762427,2,0,0
6,7,71,4.59,84.64,94.86762427,2,2,0
61,32,94,4.9,85.28,94.86762427,0,4,0
45,22,81,4.84,85.52,94.86762427,1,0,0
6,44,104,4.78,85.75,94.86762427,3,4,1
26,21,42,5.28,85.55,94.86762427,1,0,1
3,18,110,5.77,85.35,94.86762427,1,0,0
55,14,0,6.07,83.9,94.86762427,0,2,0
45,36,101,6.38,82.45,94.86762427,2,3,0
51,21,87,6.44,82.08,94.86762427,0,2,0
81,22,36,6.5,81.71,94.86762427,1,0,0
22,14,12,6.76,81.88,94.86762427,3,4,0
8,14,100,7.03,82.04,94.86762427,3,2,0
86,26,53,6.8,82.25,94.86762427,3,3,0
39,23,63,6.57,82.46,94.86762427,0,0,1
40,29,50,6.24,83.04,94.86762427,2,2,0
76,35,103,5.91,83.63,94.86762427,0,2,0
24,13,89,5.86,83.92,94.86762427,3,2,0
86,16,45,5.81,84.22,94.86762427,1,2,0
39,5,28,5.73,84.46,94.86762427,2,4,0
21,7,74,5.65,84.71,94.86762427,0,3,0
67,32,40,5.74,84.92,94.86762427,0,3,0
8,3,42,5.84,85.13,94.86762427,2,0,0
84,27,18,6.33,85.32,94.86762427,2,1,0
26,36,6,6.82,85.5,94.86762427,1,4,1
86,6,0,6.96,85.68,94.86762427,2,0,0
57,21,10,7.1,85.85,94.86762427,1,0,0
2,12,41,6.83,86.0,94.86762427,3,2,0
21,27,1,6.56,86.16,94.86762427,3,1,1
78,43,14,6.54,86.07,94.86762427,0,1,0
7,10,89,6.51,85.99,94.86762427,3,4,0
80,31,2,6.67,86.2,94.86762427,3,1,0
53,37,20,6.83,86.4,94.86762427,1,0,0
42,30,13,6.65,86.57,94.86762427,0,1,0
40,38,73,6.47,86.75,94.86762427,2,1,0
82,43,43,6.29,86.92,94.86762427,0,3,0
68,28,23,6.6,87.3,94.86762427,3,0,0
22,2,66,6.9,87.67,94.86762427,2,1,0
10,32,93,6.54,87.43,94.86762427,0,1,1
32,18,45,6.19,87.18,94.86762427,0,2,0
59,35,11,6.8,87.11,94.86762427,0,1,0
79,4,101,7.42,87.04,94.86762427,0,1,0
16,3,93,7.22,86.9,94.86762427,1,3,0
31,13,30,7.02,86.75,94.86762427,0,0,0
49,20,37,7.17,86.98,94.86762427,3,4,0
29,9,81,7.32,87.2,94.86762427,3,0,0
53,8,34,7.23,87.26,94.86762427,1,2,0
81,18,84,7.14,87.32,94.86762427,2,0,0
22,32,63,6.5,87.92,94.86762427,2,1,1
30,7,109,5.87,88.51,94.86762427,3,2,0
57,10,10,6.14,88.72,94.86762427,3,0,0
25,29,84,6.41,88.92,94.86762427,1,2,1
21,35,24,6.42,88.68,94.86762427,2,4,1
88,45,63,6.42,88.45,94.86762427,2,0,0
53,23,7,6.35,88.76,94.86762427,0,1,0
28,35,9,6.28,89.08,94.86762427,0,2,1
34,34,109,6.36,89.48,94.86762427,0,3,1
19,11,45,6.44,89.87,94.86762427,1,2,0
2,13,40,5.88,90.05,94.86762427,3,3,0
8,4,21,5.32,90.23,94.86762427,1,1,0
82,30,109,5.67,90.43,94.86762427,2,4,0
46,35,20,6.02,90.63,94.86762427,3,3,0
50,41,0,5.5,90.49,94.86762427,0,4,0
89,27,25,4.98,90.35,94.86762427,1,2,0
66,8,15,4.94,90.62,94.86762427,1,1,0
2,22,25,4.91,90.9,94.86762427,0,3,1
11,25,31,4.46,91.21,94.86762427,1,2,1
85,20,52,4.02,91.51,94.86762427,0,0,0
87,7,86,3.88,91.74,94.86762427,2,2,0
61,44,83,3.74,91.97,94.86762427,3,4,0
3,27,46,3.64,92.4,94.86762427,2,1,1
7,22,12,3.54,92.83,94.86762427,2,1,1
70,6,28,3.54,92.91,94.86762427,0,2,0
10,24,31,3.53,93.0,94.86762427,1,0,1
19,8,75,3.52,93.08,94.86762427,2,4,0
47,39,105,3.52,93.16,94.86762427,2,2,0
83,23,85,3.7,92.92,94.86762427,2,2,0
57,43,101,3.89,92.69,94.86762427,1,1,0
46,11,46,3.78,91.68,94.86762427,1,4,0
9,11,65,3.68,90.67,94.86762427,0,0,0
78,15,23,3.68,89.74,94.86762427,2,1,0
79,3,102,3.69,88.81,94.86762427,3,2,0
44,43,46,4.05,87.37,94.86762427,1,1,0
53,2,37,4.4,85.94,94.86762427,0,1,0
22,40,18,4.76,84.5,94.86762427,2,3,1
63,38,61,4.78,80.88,94.86762427,3,1,0
79,45,31,4.79,77.26,94.86762427,1,1,0
44,15,44,5.1,74.65,94.86762427,3,4,0
49,23,106,5.4,72.04,94.86762427,1,1,0
30,37,84,5.66,69.81,94.86762427,0,0,1
38,28,32,5.92,67.58,94.86762427,3,2,1
29,44,8,6.51,65.85,94.86762427,2,4,1
30,29,18,7.1,64.12,94.86762427,2,1,1
42,0,6,7.68,62.4,94.86762427,1,0,0
61,45,24,8.27,60.67,94.86762427,2,2,0
45,14,109,8.36,59.8,94.86762427,3,4,0
87,42,12,8.44,58.92,94.86762427,0,0,0
24,20,83,8.82,57.78,94.86762427,1,1,0
90,34,107,9.2,56.64,94.86762427,3,3,0
3,15,54,9.27,55.23,94.86762427,1,3,0
18,35,90,9.34,53.82,94.86762427,0,4,1
82,40,65,8.9,52.46,94.86762427,1,0,0
40,42,65,8.46,51.1,94.86762427,2,2,0
28,34,51,8.9,49.36,94.86762427,2,0,1
28,3,63,9.34,47.63,94.86762427,1,3,0
60,4,11,8.34,45.89,94.86762427,0,4,0
23,15,103,7.34,44.15,94.86762427,0,1,0
61,15,42,7.74,43.06,94.86762427,2,0,0
50,21,39,8.13,41.96,94.86762427,0,3,0
86,34,56,7.95,41.0,94.86762427,1,2,0
86,43,42,7.77,40.04,94.86762427,3,4,0
3,12,72,7.58,38.7,94.86762427,1,1,0
32,16,83,7.39,37.35,94.86762427,2,0,0
86,22,78,7.4,36.66,94.86762427,2,2,0
21,7,27,7.41,35.96,94.86762427,2,1,0
70,3,86,7.66,35.5,94.86762427,0,3,0
32,8,48,7.91,35.05,94.86762427,1,3,0
14,34,21,7.69,34.73,94.86762427,3,2,1
80,43,47,7.47,34.41,94.86762427,1,3,0
42,28,64,7.44,33.69,94.86762427,3,4,0
16,41,45,7.4,32.98,94.86762427,1,2,1
78,11,16,7.42,32.67,94.86762427,2,3,0
41,8,44,7.44,32.37,94.86762427,3,0,0
25,7,31,7.05,31.55,94.86762427,1,3,0
76,9,10,6.66,30.73,94.86762427,0,4,0
39,41,77,6.4,29.8,94.86762427,0,1,1
46,22,88,6.13,28.87,94.86762427,1,1,0
21,18,53,5.96,28.22,94.86762427,2,3,0
49,24,43,5.78,27.58,94.86762427,3,1,0
61,4,97,5.77,26.82,94.86762427,1,3,0
42,19,9,5.76,26.07,94.86762427,0,4,0
51,7,26,6.71,25.96,94.86762427,3,1,0
50,37,38,7.66,25.85,94.86762427,0,0,0
39,7,37,6.58,25.0,94.86762427,0,3,0
66,1,28,5.5,24.14,94.86762427,1,1,0
27,10,95,5.94,23.26,94.86762427,0,4,0
21,4,1,6.39,22.39,94.86762427,3,4,0
88,0,17,6.18,22.01,94.86762427,2,0,0
8,12,65,5.96,21.63,94.86762427,1,4,0
82,17,33,7.2,23.26,94.86762427,3,4,0
63,34,82,8.45,24.9,94.86762427,1,1,0
54,45,46,9.26,26.13,94.86762427,0,3,0
29,31,104,10.08,27.36,94.86762427,0,2,1
30,23,81,10.58,29.1,94.86762427,3,4,1
2,7,20,11.09,30.85,94.86762427,3,4,0
5,24,36,11.83,33.58,94.86762427,2,2,1
53,18,52,12.57,36.3,94.86762427,3,4,0
29,45,89,12.13,37.65,94.86762427,3,1,1
75,40,84,11.69,38.99,94.86762427,1,1,0
37,2,49,11.7,35.96,94.86762427,0,2,0
15,25,0,11.72,32.93,94.86762427,3,4,1
33,11,38,11.94,32.24,94.86762427,2,4,0
27,12,16,12.16,31.55,94.86762427,3,3,0
87,27,99,12.42,31.04,94.86762427,0,4,0
55,43,91,12.69,30.54,94.86762427,3,1,0
27,33,35,14.02,32.02,94.86762427,1,0,1
